"lng","lat","timestamp_added","reward_scale","payer","owner","nonce","name","mode","location_hex","location","last_poc_challenge","last_change_block","gain","elevation","block_added","block","address","status.timestamp","status.online","status.listen_addrs","status.height","geocode.short_street","geocode.short_state","geocode.short_country","geocode.short_city","geocode.long_street","geocode.long_state","geocode.long_country","geocode.long_city","geocode.city_id"
"-73.9059922596508","40.6933183977722","2021-08-17T23:41:56.000000Z","0.0478363037109375","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14TMXEewa8W2MFU2AFUSQRs4UsmV3xh9h3H1ePLoauazQAUdoUc","1","suave-slate-antelope","full","882a100dd9fffff","8c2a100dd88cdff","1656996","1657021","40","0","970081","1766941","112miXAh36BVLiimK59JM5xyv9WLs2aQYBK4GizbpMz62kYGQGxu","2022-07-15T02:36:12.872000Z","offline","/ip4/96.246.53.159/tcp/44158","1432535","Eldert St","NY","US","Brooklyn","Eldert Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9903257129763","40.7468859154502","2021-08-17T22:13:04.000000Z","0.043487548828125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13wRVj79tLweVZZDAhztnKVd4GYLWdgotD4Tm4rQCDf3oTcejKk","5","witty-crepe-sparrow","full","882a100d2dfffff","8c2a100d2ce89ff","1557017","1557017","40","100","969982","1766941","11bgFbeRLw94kPEcgaq7gMxb31XVyrGYpgtbhQ88FRQTH7yG4Qu","2022-07-15T09:16:36.025000Z","offline","/p2p/11H3AFf4a4sxFs5WQJE7gPdBsgYMDFqKK6C92KHnwef2DWJftdW/p2p-circuit/p2p/11bgFbeRLw94kPEcgaq7gMxb31XVyrGYpgtbhQ88FRQTH7yG4Qu","1433237","W 29th St","NY","US","New York","West 29th Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0147380741155","40.6448516786546","2021-08-17T22:05:34.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","1487tzjVHQEJy9WcTecvr7UeD9bytzew1icaPsJMPQU45qTFNkw","3","steep-clay-nightingale","full","882a10772bfffff","8c2a10772b597ff","1731334","1766901","80","12","969973","1766941","112wcS5SAKvNcrVLJNqdVJXAP6gcsyBwSkZFqoPP68Uax8hC2CeN","2022-07-15T12:17:06.743000Z","online","/ip4/100.37.241.241/tcp/44158","1441047","4th Ave","NY","US","Brooklyn","4th Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9231812102707","40.6230756196869","2021-08-17T21:46:28.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14mGvcPTpgmoFShKjaT1hemwjZncwoDyrQ5TzteW6xDQE9a6V5r","2","bent-coffee-alpaca","full","882a107603fffff","8c2a107602f1dff","1730608","1766731","80","6","969953","1766941","11CfRJqLWRHVQ9SUooEzhzPuGY7YCZYjnPjX1GMTRX2yYYFBbYQ","2022-07-15T10:30:55.147000Z","online","c(""/ip4/162.84.207.169/tcp/44158"", ""/p2p/11j9sNUo84poQUi2Avbi6exu8y5grgEc9u8ehQrZmVsKc9nf9CM/p2p-circuit/p2p/11CfRJqLWRHVQ9SUooEzhzPuGY7YCZYjnPjX1GMTRX2yYYFBbYQ"")","1433295","E 54th St","NY","US","Brooklyn","East 54th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9353309450601","40.7019763332177","2021-08-17T21:23:06.000000Z","0.0543670654296875","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13HmETpRrGweoeJBfxPVJ1HwBjKaEYDxAhDDoqUeyY7EYiGuUP9","1","powerful-honey-rabbit","full","882a100dc7fffff","8c2a100dc633dff","1420502","1420636","12","0","969927","1766941","11nz8FhNErdTQSzT4kCZjthUTwguK3roeqjnJzNXCjKGEu3wBU3","2022-06-29T08:44:42.556000Z","offline","/ip4/74.101.125.119/tcp/44158","1418568","Stanwix St","NY","US","Brooklyn","Stanwix Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9693568391863","40.7692518422221","2021-08-17T20:16:18.000000Z","0.800003051757812","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","14TeMMd7bnwQk46n7oSB68erbQNUzC9KMzs6vZvEV2aLWpKJzm9","6","rare-cobalt-rat","full","882a100d69fffff","8c2a100d69921ff","1461528","1535533","80","10","969851","1766941","11zHtNvmuWopP3E1burydCx7ty2Bz7jCSciHCTzWkGWQKd8TTZi","2022-07-05T01:50:07.441000Z","offline","/ip4/67.82.238.169/tcp/44159","1426820","5th Ave","NY","US","New York","5th Avenue","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9486642108638","40.674233230545","2021-08-17T19:00:23.000000Z","0.046600341796875","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13WXZfo3copH7ktLPwoRKE71whPiSTrNz68AnuwgUy8AWfXfUEf","3","rural-corduroy-crab","full","882a100db9fffff","8c2a100db8acbff","1613045","1613075","58","5","969766","1766941","112FFwfmjFyS6vTcUWcEMuYR46PnfHx9Sd15iegENEZHNc5a9sz2","2022-07-16T18:43:47.239000Z","offline","/ip4/71.167.38.224/tcp/44159","1435984","Prospect Pl","NY","US","Brooklyn","Prospect Place","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.8884413955779","40.7599585772297","2021-08-17T16:30:49.000000Z","0.256851196289062","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14r6QZ4JNdBVo5gTbgw3JNV7eY56WMe6DnAJVqF77fCyukpoKQT","1","small-iron-poodle","full","882a100f17fffff","8c2a100f17287ff","1668635","1668637","40","3","969605","1766941","11r2bNW2BRZU659iVF1bPTUdBUEFwr6bQq5P448Zds1NXunzdEm","2022-07-14T21:51:16.195000Z","offline","/p2p/1124nYrbngNWW6BLCF665fW3BykzLSiRihJ2Vp6bvgbwR4fwz5bN/p2p-circuit/p2p/11r2bNW2BRZU659iVF1bPTUdBUEFwr6bQq5P448Zds1NXunzdEm","1440091","80th St","NY","US","Queens","80th Street","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-74.0179753029512","40.7940604217918","2021-08-17T13:17:25.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","134JYLt8u8Bih65yMhcuuQAiC6CgQkA5Lp5x1oJAQrp3Pdj7CFS","5","main-ivory-peacock","full","882a10099bfffff","8c2a10099b6c5ff","1730738","1766920","80","8","969397","1766941","11edmxBCeaXEpjcUg9ZyG3ajrdFEuHPJjkoFzc3zuBcNvZRiAd8","2022-07-13T22:43:41.201000Z","online","c(""/ip4/72.90.180.188/tcp/44158"", ""/p2p/11wc3SLjZrpta6Ma9TGTUN1JeCFpPqhihrh1YFRcUkjqniEn7yu/p2p-circuit/p2p/11edmxBCeaXEpjcUg9ZyG3ajrdFEuHPJjkoFzc3zuBcNvZRiAd8"")","1438821","Jefferson St","NJ","US","West New York","Jefferson Street","New Jersey","United States","West New York","d2VzdCBuZXcgeW9ya25ldyBqZXJzZXl1bml0ZWQgc3RhdGVz"
"-73.9491442741438","40.774272776541","2021-08-17T13:01:35.000000Z","0.0211944580078125","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14JouELKS4kGFVeYNSFUd16S3iG6J1TeNCKEqNPpge3Bt3UQBRv","1","cheery-cider-lemur","full","882a10089bfffff","8c2a10089aeabff","1610582","1610611","40","18","969378","1766941","112fYqovE9s8qJDSsFFBSYSiCos95GDnnFfuY59i8XuW2QfPXPZh","2022-04-24T06:49:42.311000Z","offline","c(""/ip4/72.227.188.195/tcp/44158"", ""/p2p/113FHVtFXCxtfx83g8Df9kg2ciKBtuU7vLwYKAzUdJK6wDWZ3GP/p2p-circuit/p2p/112fYqovE9s8qJDSsFFBSYSiCos95GDnnFfuY59i8XuW2QfPXPZh"")","1325169","E 83rd St","NY","US","New York","East 83rd Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9465959105984","40.7078770138909","2021-08-17T12:31:31.000000Z","1","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","14mi3ZRJBEVRxTY2o9sr5JvmVu2sCaSCgk7YourZUnZ2bS9cQR8","1","rich-teal-liger","full","882a100de9fffff","8c2a100de858bff","1730250","1766870","23","2","969345","1766941","1164pvwTSeM5CY861X82gSUnAY5NVUcm2LtMxruPr3Rjo2rTiEU","2022-07-12T22:58:03.944000Z","online","/ip4/66.108.42.84/tcp/44159","1437474","Leonard St","NY","US","Brooklyn","Leonard Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9227317913343","40.6791826244122","2021-08-17T10:35:17.000000Z","0.09588623046875","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13xV8uAYbkagq4NujQQk2AwVkvpbPbEhQMLZbrMg1zw3sTigTJD","1","mean-arctic-cobra","full","882a100dd7fffff","8c2a100dd6db5ff","1684295","1684295","23","0","969214","1766941","11n8kamfQUQGxuyhaZpPpQNycNg9LAyd7XJyVroqW6s8S8yaYMX","2022-07-15T23:25:28.283000Z","offline","/ip4/71.167.38.88/tcp/44158","1434908","Fulton St","NY","US","Brooklyn","Fulton Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.950566038152","40.6579053369885","2021-08-17T04:28:15.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13vMfmqYhWzhZHcEG9P6eQibQygkYUwnvuHDUzH1FBk5MxuWXhJ","5","puny-ultraviolet-jellyfish","full","882a100db3fffff","8c2a100db2437ff","1731290","1766856","80","12","968820","1766941","112Y81Yr3qNab89418p7V2JqTSirFWK13mc36RCNPvahLQUt4b3n","2022-07-15T09:24:42.008000Z","online","/p2p/11wFyMN1Gt9zUiBgrNH7qE3yENsERAZUdV8ktsLaX4GovSfvEpv/p2p-circuit/p2p/112Y81Yr3qNab89418p7V2JqTSirFWK13mc36RCNPvahLQUt4b3n","1440876","Nostrand Ave.","NY","US","Brooklyn","Nostrand Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9843989121335","40.6836756083514","2021-08-17T03:48:47.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13UuywfDYxXp9tK8nWwrPsrMEtwWPwrmKu6nC4hn2fhHHGYrfEW","6","hidden-jade-sidewinder","full","882a10729bfffff","8c2a10729b6adff","1730989","1766918","40","4","968784","1766941","11FNf59Um8hTDNpWZy4MfCtHmWLmvVW6MjihkQsn7X74M3oPa1q","2022-06-10T13:53:46.923000Z","online","/ip4/72.89.63.226/tcp/44158","1390283","Nevins St","NY","US","Brooklyn","Nevins Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9656955435998","40.6399860167124","2021-08-17T03:18:50.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","135TQZzH6SYyUCnRSyo3H6RALkM4zVwMGmztKzWNg79hJMxwGcW","2","icy-heather-frog","full","882a107753fffff","8c2a107752509ff","1730758","1766794","40","4","968752","1766941","112B1sQB1kBYY2E89g8z6YG8mbY9qHhMf9Kh2bvT8yqRtMojL8f9","2022-07-15T05:05:54.951000Z","online","/p2p/1125qEMTEZ68ycwJ1xsc58Medkmc2md5LYNxi8QeRux61aWbpHgU/p2p-circuit/p2p/112B1sQB1kBYY2E89g8z6YG8mbY9qHhMf9Kh2bvT8yqRtMojL8f9","1436826","Argyle Rd","NY","US","Brooklyn","Argyle Road","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9596180123956","40.7365996576973","2021-08-17T02:04:52.000000Z","0.072845458984375","14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF","13k21d6gK74jJdQKGnCNHzqAtACuc1bREAaVDqq9DrvQEwHpfPm","2","able-taupe-reindeer","full","882a100d07fffff","8c2a100d0769bff","1278454","1278495","58","72","968677","1766941","112cBfbTfo1t9HYm5bsruUV3mgNyw2tWxGLbo54dEe8KVPTxghm2","2022-03-23T01:31:42.539000Z","offline","/ip4/96.224.58.95/tcp/44158","1277792","Blue Slip","NY","US","Brooklyn","Blue Slip","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0123267315071","40.7081512384784","2021-08-17T01:35:26.000000Z","NA","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13n8z9hmCRcTqX8jvAX5XkMVhM4BBD3rvUDNCn2CYN5FMprVwoZ","1","feisty-burgundy-viper","full","882a107281fffff","8c2a107281249ff","NA","968645","40","45","968644","1766941","112bfsEPLiU7rKvnRPLWaqUwUbzSmEcbBujwP56pPvN3xwZCKtoz","2021-09-27T11:57:26.821000Z","offline","/ip4/24.12.138.8/tcp/44158","1010307","Canyon of Heroes","NY","US","New York","Canyon of Heroes","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9754201892875","40.6468902057017","2021-08-17T01:11:13.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","133TA3upAd7Hs9JHatbi5n23AF7UuB4KTGzFCwtGpj6dxb7oYRE","3","micro-infrared-yeti","full","882a107757fffff","8c2a107757039ff","1731320","1766931","40","20","968617","1766941","112WVXEPnCtXM3NbimZ5ba91wziwXtHRnpsvL11ayX4k8zj4tG41","2022-07-15T07:53:32.858000Z","online","/ip4/67.82.245.231/tcp/44158","1435876","Prospect Expy","NY","US","Brooklyn","Prospect Expressway","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.8800787538428","40.7216070933974","2021-08-17T00:39:54.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13TK6dpKQsgjK2xrGKQNpPoUKiBeeRLP9c9phRrt7qAM887BXH9","3","odd-carrot-iguana","full","882a100c03fffff","8c2a100c03a53ff","1730546","1766918","40","5","968591","1766941","112DuGmxvMaNZPfx91GJCL2PCpfG7BRZzfcRCqmyno7VWoysypQ2","2022-07-14T04:06:22.147000Z","online","c(""/ip4/24.104.236.61/tcp/44158"", ""/p2p/1124E3VS5sY7atcd94G7oRBMGoMyKtNdEvz9T9fPncqt2JHuhMCG/p2p-circuit/p2p/112DuGmxvMaNZPfx91GJCL2PCpfG7BRZzfcRCqmyno7VWoysypQ2"")","1439148","77th Pl","NY","US","Queens","77th Place","New York","United States","Queens","cXVlZW5zbmV3IHlvcmt1bml0ZWQgc3RhdGVz"
"-73.9845495781241","40.6051081008498","2021-08-17T00:21:32.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14LHSBqVYKNGcDf88uiNwRMkzFLgTPYSD72whCyotBmonNHzsXK","1","electric-saffron-scorpion","full","882a10740dfffff","8c2a10740d125ff","1730815","1766907","40","6","968570","1766941","11CBZjAbfzGXTjqgfqDLrLC7eaXj1yoMg2gPNEK1NtfbE5PsXLU","2022-05-01T06:14:00.865000Z","online","/p2p/112S2QU7p4e5XvbS67YVCtWg7417mG2wPam42e2ugnMawZAwsJQF/p2p-circuit/p2p/11CBZjAbfzGXTjqgfqDLrLC7eaXj1yoMg2gPNEK1NtfbE5PsXLU","1335299","Quentin Rd","NY","US","Brooklyn","Quentin Road","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9167346240977","40.6161366746539","2021-08-17T00:00:27.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14guqwCVu5kanJ3WBwiqgw8bQhpqe25joy5QtEgjNjLp9jfq5oR","5","broad-onyx-corgi","full","882a107615fffff","8c2a107614293ff","1731130","1766935","40","4","968546","1766941","11njryjxdekZrTJJgEDLbqLyGADU4eb58bHbHV6nCRXdVjwGdqi","2022-07-14T18:55:41.551000Z","online","/ip4/108.46.134.206/tcp/44158","1431928","E 60th St","NY","US","Brooklyn","East 60th Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.018009751953","40.7105846655746","2021-08-16T22:24:38.000000Z","0.146926879882812","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","1433nCgVFDfbcotdxtze9dK5agj4urYto94e3BD2SjWLFVDWUjc","6","small-shadow-viper","full","882a10728dfffff","8c2a10728c095ff","1664325","1664327","58","6","968447","1766941","11xJz3kYPqigg7KSagSNNsaNt5ouXDWAwCaYHzwTT64FwPd6PmS","2022-07-12T19:53:36.545000Z","offline","/ip4/70.107.81.102/tcp/44158","1434953","South End Ave","NY","US","New York","South End Avenue","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9381766917405","40.6622245983896","2021-08-16T21:56:34.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13SXSqRgMiBGpqebYb3Y5bicXjH5XUKurcSAHwZWsQNAPgXW22A","1","magnificent-obsidian-walrus","full","882a10766dfffff","8c2a10766d209ff","1730892","1766935","40","53","968416","1766941","1121i4tNW6SuRoRp78whbyaiTegFn7945DY5rorTxJpTxgGt27kE","2022-07-15T06:15:26.632000Z","online","/ip4/71.105.55.156/tcp/44158","1434886","E New York Ave","NY","US","Brooklyn","East New York Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0283704161817","40.7621997842723","2021-08-16T21:37:36.000000Z","1","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","138iWke9NnJ1jqTVJmdfE82QgGKv8DvnVVY9AxYtbbpibxUdQXJ","2","nutty-foggy-beetle","full","882a107209fffff","8c2a107208d03ff","1731304","1766887","60","40","968396","1766941","112fStoFWgHwckxor3mH3f7htoJVxvr5xVfwkrusewm14a1ajACY","2022-07-15T11:28:48.299000Z","online","/ip4/74.90.19.1/tcp/44158","1440995","Gregory Ave","NJ","US","Weehawken","Gregory Avenue","New Jersey","United States","Weehawken","d2VlaGF3a2VubmV3IGplcnNleXVuaXRlZCBzdGF0ZXM"
"-74.0088621893784","40.6516404894956","2021-08-16T21:22:06.000000Z","0.161361694335938","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14ANzykRBFLtcgHt2HYUM2LBE9UvWLpMvNUu3YPreCczsePD2yK","3","spicy-neon-sheep","full","882a107705fffff","8c2a107704059ff","1728792","1761272","40","10","968378","1766941","11EGcH73tjHmZrg91QkkT57KaejMYa7i76Ar7PqeNGw1KUccZaq","2022-07-13T10:43:42.851000Z","offline","/p2p/11qVPYfAsXqbNuvgZPsc5MPPHjWFVrnPSTvJyk9yF5XdA33pf3b/p2p-circuit/p2p/11EGcH73tjHmZrg91QkkT57KaejMYa7i76Ar7PqeNGw1KUccZaq","1438138","42nd St","NY","US","Brooklyn","42nd Street","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0102546759711","40.7186167298717","2021-08-16T20:20:24.000000Z","0.106155395507812","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","146MNx6uwMADnGWwVePEwKzostYYoMoonyNpAZPvj7d12QeLV6S","3","blunt-flaxen-pike","full","882a1072c7fffff","8c2a1072c630bff","1582132","1582136","12","0","968317","1766941","113s3dT3N18W7LMDmBi4YdnDazMp5gQzQk9RnPUM1Sbodjv1uUa","2022-07-14T03:34:36.436000Z","offline","/p2p/112a3dVJHmfWqb1U5Buk2StuTVTHvgPrvQaSGkV4coVU99QQbncF/p2p-circuit/p2p/113s3dT3N18W7LMDmBi4YdnDazMp5gQzQk9RnPUM1Sbodjv1uUa","1439087","Greenwich St","NY","US","New York","Greenwich Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9814344154873","40.7183201838106","2021-08-16T19:08:49.000000Z","0.00927734375","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13iVm2zNDv4kCpBMksye7yFaDHdbixpVXWxQ8FNHxo8tcqpaXmR","4","zesty-azure-worm","full","882a100d37fffff","8c2a100d36111ff","1226648","1226794","40","70","968246","1766941","112MifD3MjcecWq9j3wMb2P7VPiB8rAXmmPRHHhnKmQdyLQ4rrhN","2022-02-15T09:56:42.522000Z","offline","/p2p/112QuxKwsc4N6enySSbVYiCAguMDsRMfrZNkAhmY1TbxKhazzpy9/p2p-circuit/p2p/112MifD3MjcecWq9j3wMb2P7VPiB8rAXmmPRHHhnKmQdyLQ4rrhN","1226407","Columbia St","NY","US","New York","Columbia Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.033295703899","40.7293137811998","2021-08-16T18:41:33.000000Z","0.0774078369140625","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","136ZVugZLC8kAeEEjH1Z6KKrtThtEkz4FUD6d5zv6gzkT3eUyYR","1","interesting-steel-sealion","full","882a1072edfffff","8c2a1072ec0cbff","1164818","1164866","40","60","968217","1766941","11oiFRq2VhVdfv4Eg3xajwfnB7psDP9d4PPcQVwjZ4K7ubP8uWH","2022-01-03T18:04:29.428000Z","offline","/ip4/98.109.29.57/tcp/44158","1164587","Newport Pkwy","NJ","US","Jersey City","Newport Parkway","New Jersey","United States","Jersey City","amVyc2V5IGNpdHluZXcgamVyc2V5dW5pdGVkIHN0YXRlcw"
"-74.0170861378915","40.645811286766","2021-08-16T18:14:32.000000Z","0.269363403320312","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13C4ppphCRPJcGV5phokiEG6NyFYGKRatPr4njeJYcwQhNk2LCw","2","sunny-peach-koala","full","882a10772bfffff","8c2a10772a2adff","1207657","1278940","40","0","968188","1766941","112tW26bngm5uCgKLJW9vxeEyBfjCVyzWYRY9p7SnkWiCiXFXNeH","2022-01-30T23:59:54.946000Z","offline","/ip4/72.229.241.47/tcp/44158","1205502","3rd Ave","NY","US","Brooklyn","3rd Avenue","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9810531360878","40.7197327869672","2021-08-16T18:09:32.000000Z","0.093841552734375","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","13iVm2zNDv4kCpBMksye7yFaDHdbixpVXWxQ8FNHxo8tcqpaXmR","4","basic-lead-lynx","full","882a100d37fffff","8c2a100d36367ff","1009752","1081834","40","70","968182","1766941","112CzJSJfqVXTZVVzqZ1ZYzQRDZKZeUYNnAJp9uU8ZuJqvi47bEc","2021-09-20T22:23:51.615000Z","offline","/p2p/1126egQpzzNW3sUPjSX5F5mE6P7rWoGsXSsk7CCwxLNdPU9C51yY/p2p-circuit/p2p/112CzJSJfqVXTZVVzqZ1ZYzQRDZKZeUYNnAJp9uU8ZuJqvi47bEc","1009818","Pitt St","NY","US","New York","Pitt Street","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-73.9669100636895","40.6735818301157","2021-08-16T17:13:11.000000Z","0.040924072265625","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","13LurUd7AJvARYUPZoUf1PgaCfAxZWPNDLCwnq3LtuEXDbUdsDb","2","steep-tangerine-fly","full","882a100db5fffff","8c2a100db5aadff","1255643","1255698","23","2","968121","1766941","11ij5NqpPZmuHN1PhDDmCh2vgytjwi8DeGEyZohAo23eiBwnUN8","2022-03-06T21:27:20.149000Z","offline","c(""/ip4/67.87.56.4/tcp/44158"", ""/p2p/112VNzNoPALev5d8S6TsJv6wSBLBZZsBvrNLpZZaAx8RsZchBPZP/p2p-circuit/p2p/11ij5NqpPZmuHN1PhDDmCh2vgytjwi8DeGEyZohAo23eiBwnUN8"")","1255750","Lincoln Pl","NY","US","Brooklyn","Lincoln Place","New York","United States","Brooklyn","YnJvb2tseW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0252683221689","40.6858510954948","2021-08-16T16:47:10.000000Z","0.180419921875","14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL","14bGxpG5Q7V1fvadaCndx1ughfCNRGZPjtyWq8P2rUTeEA7dkSt","3","striped-fleece-donkey","full","882a1072b1fffff","8c2a1072b1635ff","1708415","1708416","40","20","968092","1766941","1122ykFDUdeShXCR1VcuchQmYwauz1HCdnUo3R4B2omoHyvKGcqT","2022-07-13T03:47:35.390000Z","offline","/p2p/1122aDAchEE8z48pucqR7qcJjVohFLb1rQbaiHB8JdXttmr5rsyZ/p2p-circuit/p2p/1122ykFDUdeShXCR1VcuchQmYwauz1HCdnUo3R4B2omoHyvKGcqT","1437767","Governors Island","NY","US","New York","Governors Island","New York","United States","New York","bmV3IHlvcmtuZXcgeW9ya3VuaXRlZCBzdGF0ZXM"
"-74.0447827395124","40.7542479900418","2021-08-16T16:18:57.000000Z","0.109573364257812","13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY","146MNx6uwMADnGWwVePEwKzostYYoMoonyNpAZPvj7d12QeLV6S","5","decent-zinc-barracuda","full","882a107207fffff","8c2a107206a07ff","1633282","1633289","80","14","968060","1766941","11DXP1fNeYcAtLi3WXSsccFQgQG4AUi6kfGUwFomf9gCL5YzAFF","2022-07-18T11:15:56.183000Z","offline","/ip4/71.172.157.44/tcp/44159","1445046","Grace St","NJ","US","Jersey City","Grace Street","New Jersey","United States","Jersey City","amVyc2V5IGNpdHluZXcgamVyc2V5dW5pdGVkIHN0YXRlcw"
